0.72,205,17.5,0,0,15,5.85,12.25,75,80,370,8,170,17,0.8,1.6,-99,0.57,0.14,7.2,0.29,2,0,1,0,0.1
0.78,247,15.4,0,0,20.6,7.3,9.2,79,61,230,9,170,16,3.2,2.1,-99,0.13,0.18,4.5,0.22,1.1,0,0,0,0.18
0.78,253,17,0,0,20.5,7.59,9.32,65,61,350,8,200,16,1.6,3.5,-99,0.05,0.16,7.3,0.25,1,0,0,0,0.2
1.0,348,4.6,40,1.2,20,2.62,16.37,-99,-99,-99,7,-99,14,0.6,0.4,-99,0.04,0.03,1.6,-99,0,0,0,0,-99
0.38,66.3,15,-99,0,0.7,0.11,0.37,150,146,266,30,200,30,0.59,3.6,-99,0.05,0.04,7.4,0.1,1,-99,9,-99,-99
0.85,44,0.6,11,2.1,0,0,0,0,2,190,14,19,8,0.4,0,-99,0.07,0.05,0.5,0.05,0,3,25,0,0.7
0.84,163,2.4,40,16.1,0.4,-99,0,0,10,720,32,70,34,2.4,0.4,-99,0.08,0.17,1.9,0.24,0,0,95,0,-99
1.0,48.43,11,0.7,0,0.2,-99,0,0,150,150,14,21,10,0.1,0.02,-99,0.01,0.2,0.16,0.02,0.1,0,0,0,0
1.0,352,79,5.1,0,1.5,-99,0,0,1238,1077,40,153,80,1.5,-99,0.58,0.04,2.1,0.7,0.02,-99,0,0,-99,-99
1.0,145.49,4,14.78,8.29,8.1,3.57,4.53,-99,603,1097,113,353,154.3,5.7,1.03,-99,0.11,0.13,-99,0.09,19.63,0,44,-99,0.94
0.7,350,3,3.7,10.5,36,30.93,2.99,0,17,405,13,94,52,2.1,0.5,-99,0.03,0.02,1.1,0.04,0,2,0,0,0.7
0.7,106.6,23,0,0,1.6,0.68,1.03,43,40,175,46,179,36,7.7,-99,-99,0.13,0.17,6.9,0.67,-99,0,0,0,-99
0.82,35.68,3.5,3.8,4.4,0.7,-99,0,0,7,390,36,80,80,1.5,0,-99,0.1,0.16,0.9,0.3,0,100,55,0,0.9
1.0,30,4.2,3,3,0.3,-99,0,0,5,273,32,72,72,0.8,-99,-99,0.08,0.14,0.6,0.2,-99,87,52,-99,-99
1.0,21,1.1,3.72,2.5,0.32,-99,0,0,8,267,60,32,9,0.5,0.1,0.01,0.07,0.05,0.6,0.09,0,55,3,0,0.2
0.68,23.53,1.4,4.3,2,0.2,-99,0,0,12,320,40,53,23,0.5,0.1,0,0.04,0.15,1.1,0.16,0,65,33,0,0.2
1.0,27.53,2,3.9,3.1,0.5,-99,0,0,5,320,53,44,7,1.19,0.3,0,0.15,0.03,2.1,0.25,0,105,833,0,1.7
0.8,22,2.2,3.1,2.1,0.2,-99,0,0,8,350,22,60,16,1,0.3,0.01,0.12,0.1,1.3,0.2,0,67,5,0,0.2
1.0,23,2.2,3.2,2,0.2,-99,0,0,11,217,18,41,41,0.7,-99,-99,0.09,0.08,0.5,-99,-99,45,21,-99,-99
1.0,35,1.1,3.7,2.2,0.2,-99,0,-99,10,239,47,39,39,0.4,0.1,0.03,0.07,0.07,1.1,0.2,0,43,58,0,0
1.0,29,0.9,6,2.7,0.2,-99,0,-99,7,167,39,31,31,0.3,-99,-99,0.06,0.06,0.8,0.1,-99,26,55,-99,-99
0.7,25,2,4.1,1.4,0.1,-99,0,-99,10,372,68,51,51,0.9,-99,-99,0.06,0.04,1.8,0.1,-99,66,2,-99,-99
1.0,22,1.7,3.5,1.5,0.1,-99,0,-99,7,260,45,41,41,0.5,-99,-99,0.06,0.03,1.2,0.1,-99,43,2,-99,-99
0.57,87.2,10,0,0,5.2,1.88,2.88,71,67,360,22.7,220,25,1.5,1.4,-99,0.1,0.19,8.7,0.5,11,0,0.34,0,0.27
0.57,120,10,0,0,7,3,3,85,97,360,23,220,24.9,1.5,1.4,-99,0.1,0.12,8.7,0.35,11,-99,0.34,-99,0.27
1.0,37,0.55,9.3,-99,0,-99,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0
